"Time (s),""Acceleration x (m/s^2)"",""Acceleration y (m/s^2)"",""Acceleration z (m/s^2)"",""Absolute acceleration (m/s^2)"""
"2.420684814E0,7.680053711E-1,-7.887573242E-1,6.015167236E0,6.115080314E0"
"2.424652099E0,7.871551514E-1,-6.929931641E-1,5.632095337E0,5.728904838E0"
"2.428558349E0,7.871551514E-1,-5.972290039E-1,5.268188477E0,5.360047158E0"
"2.432464599E0,7.871551514E-1,-4.440002441E-1,4.923416138E0,5.005674372E0"
"2.436370849E0,7.296905518E-1,-3.482208252E-1,4.655273438E0,4.724963156E0"
"2.440277099E0,6.530761719E-1,-2.524566650E-1,4.502044678E0,4.556166056E0"
"2.444213867E0,5.189971924E-1,-1.949920654E-1,4.387115479E0,4.422008844E0"
"2.448120117E0,4.998474121E-1,-1.758422852E-1,4.233886719E0,4.266915126E0"
"2.452026367E0,4.423828125E-1,-2.333068848E-1,4.061508179E0,4.092185644E0"
"2.455932617E0,3.274688721E-1,-3.290710449E-1,3.946578979E0,3.973790288E0"
"2.459838867E0,3.274688721E-1,-3.290710449E-1,3.755050659E0,3.783639659E0"
"2.463745117E0,3.657684326E-1,-3.099212646E-1,3.525207520E0,3.557657346E0"
"2.467651367E0,4.998474121E-1,-2.716064453E-1,3.295364380E0,3.344105844E0"
"2.471588135E0,5.956115723E-1,-1.758422852E-1,2.988906860E0,3.052742681E0"
"2.475494385E0,6.722259521E-1,-1.566925049E-1,2.605834961E0,2.695703269E0"
"2.479400635E0,6.913909912E-1,-4.176330566E-2,2.203598022E0,2.309893920E0"
"2.483306885E0,7.296905518E-1,1.114654541E-1,1.743911743E0,1.893700350E0"
"2.487213135E0,8.063049316E-1,3.987579346E-1,1.169311523E0,1.475271152E0"
"2.491119385E0,9.212341309E-1,5.903015137E-1,7.096252441E-1,1.304107430E0"
"2.495025635E0,1.016998291E0,7.243804932E-1,3.648529053E-1,1.300819075E0"
"2.498931885E0,1.074462891E0,7.435302734E-1,2.499389648E-1,1.330329755E0"
"2.502838135E0,1.112762451E0,6.860656738E-1,1.541595459E-1,1.316317419E0"
"2.506744385E0,1.055297852E0,6.286010742E-1,1.733245850E-1,1.240497593E0"
"2.510650635E0,9.786834717E-1,5.903015137E-1,3.265533447E-1,1.188660718E0"
"2.514556885E0,8.637695312E-1,5.711517334E-1,6.138610840E-1,1.203801286E0"
"2.518463135E0,7.680053711E-1,4.562225342E-1,9.586181641E-1,1.310312953E0"
"2.522369385E0,6.913909912E-1,3.796081543E-1,1.360839844E0,1.572898259E0"
"2.526306152E0,5.381622314E-1,3.221435547E-1,1.916305542E0,2.016338758E0"
"2.530212402E0,2.317047119E-1,1.497650146E-1,2.644134521E0,2.658489045E0"
"2.534149170E0,-7.475280762E-2,-2.141571045E-1,3.371978760E0,3.379599385E0"
"2.538055420E0,-3.620605469E-1,-5.589141846E-1,4.157272339E0,4.210271512E0"
"2.542144775E0,-4.961395264E-1,-8.270721436E-1,5.134109497E0,5.223914537E0"
"2.545837402E0,-5.152893066E-1,-9.036865234E-1,6.206710815E0,6.293284639E0"
"2.549774170E0,-8.983612061E-1,-1.152679443E0,7.509155273E0,7.650041547E0"
"2.553680420E0,-1.492126465E0,-2.455123901E0,9.443664551E0,9.871011848E0"
"2.557586670E0,-1.358047485E0,-2.972274780E0,1.066949463E1,1.115871077E1"
"2.561492920E0,-5.536041260E-1,-2.914810181E0,1.093765259E1,1.133290960E1"
"2.565408683E0,-1.513824463E-1,-3.336196899E0,1.181872559E1,1.228150646E1"
"2.573465323E0,-8.025970459E-1,-4.600326538E0,1.446191406E1,1.519717489E1"
"2.577371573E0,-9.558258057E-1,-4.849319458E0,1.564944458E1,1.641141730E1"
"2.581064200E0,-1.013290405E0,-4.945098877E0,1.685612488E1,1.759572977E1"
"2.584970450E0,-9.941406250E-1,-5.155776978E0,1.800534058E1,1.875533634E1"
"2.588876700E0,-1.051589966E0,-5.443084717E0,1.902047729E1,1.981190473E1"
"2.592782950E0,-1.204818726E0,-5.692092896E0,1.969085693E1,2.053244643E1"
"2.596689200E0,-1.223983765E0,-5.864471436E0,2.032292175E1,2.118752723E1"
"2.600595450E0,-1.166519165E0,-5.941085815E0,2.097415161E1,2.183053603E1"
"2.604532218E0,-1.070755005E0,-5.979385376E0,2.168283081E1,2.251765347E1"
"2.608438468E0,-1.032440186E0,-6.055999756E0,2.237236023E1,2.320050793E1"
"2.612344718E0,-9.749755859E-1,-6.132614136E0,2.294696045E1,2.377230589E1"
"2.616250968E0,-9.175262451E-1,-6.170928955E0,2.321511841E1,2.403880075E1"
"2.620157218E0,-7.642974854E-1,-6.132614136E0,2.327258301E1,2.407916582E1"
"2.624063468E0,-5.727539062E-1,-6.075164795E0,2.313850403E1,2.392960599E1"
"2.627969718E0,-4.769897461E-1,-5.921936035E0,2.267881775E1,2.344409563E1"
"2.631875968E0,-3.812255859E-1,-5.653778076E0,2.187435913E1,2.259641845E1"
"2.635812736E0,-3.429107666E-1,-5.366470337E0,2.105076599E1,2.172674252E1"
"2.639718986E0,-3.046112061E-1,-5.002548218E0,2.030377197E1,2.091318802E1"
"2.643625236E0,-2.854461670E-1,-4.696090698E0,1.942269897E1,1.998439348E1"
"2.647531486E0,-2.279968262E-1,-4.389633179E0,1.835009766E1,1.886920629E1"
"2.651437736E0,-1.322174072E-1,-4.025726318E0,1.725834656E1,1.772214659E1"
"2.655343986E0,9.762573242E-2,-3.661804199E0,1.610913086E1,1.652036434E1"
"2.659250236E0,2.700042725E-1,-3.202117920E0,1.490245056E1,1.524498259E1"
"2.663156486E0,5.189971924E-1,-2.742431641E0,1.375323486E1,1.403359393E1"
"2.667093253E0,6.530761719E-1,-2.416824341E0,1.275724792E1,1.300057395E1"
"2.671213126E0,7.488403320E-1,-1.976287842E0,1.181872559E1,1.200619631E1"
"2.674905753E0,7.680053711E-1,-1.708129883E0,1.099511719E1,1.115348116E1"
"2.678812003E0,8.446197510E-1,-1.478286743E0,1.020980835E1,1.035079228E1"
"2.682718253E0,9.786834717E-1,-1.267593384E0,9.596893311E0,9.729592774E0"
"2.686624503E0,1.131912231E0,-1.076065063E0,9.079757690E0,9.213096170E0"
"2.690530753E0,1.208526611E0,-9.611358643E-1,8.658370972E0,8.794981899E0"
"2.694437003E0,1.131912231E0,-8.462219238E-1,8.217834473E0,8.338472298E0"
"2.698373771E0,9.978485107E-1,-8.270721436E-1,7.834762573E0,7.941237596E0"
"2.702280021E0,8.829193115E-1,-8.845214844E-1,7.451690674E0,7.555767245E0"
"2.706186271E0,7.871551514E-1,-7.887573242E-1,7.106933594E0,7.193765110E0"
"2.710092521E0,6.530761719E-1,-7.887573242E-1,6.838775635E0,6.915019796E0"
"2.713998771E0,5.764617920E-1,-7.121429443E-1,6.666397095E0,6.729064273E0"
"2.717935538E0,5.956115723E-1,-6.546783447E-1,6.417404175E0,6.478150448E0"
"2.721811271E0,5.764617920E-1,-7.312927246E-1,6.072631836E0,6.143610881E0"
"2.725717521E0,6.147766113E-1,-8.079071045E-1,5.708709717E0,5.798278262E0"
"2.729654288E0,6.339263916E-1,-9.036865234E-1,5.325637817E0,5.438835368E0"
"2.733560538E0,5.956115723E-1,-8.462219238E-1,4.980880737E0,5.087240667E0"
"2.737466788E0,5.764617920E-1,-7.887573242E-1,4.674423218E0,4.775424456E0"
"2.741373038E0,6.147766113E-1,-7.121429443E-1,4.367965698E0,4.468134084E0"
"2.745279288E0,5.764617920E-1,-6.546783447E-1,4.042343140E0,4.135389944E0"
"2.749185538E0,5.381622314E-1,-5.589141846E-1,3.793350220E0,3.871887078E0"
"2.753091788E0,5.381622314E-1,-5.589141846E-1,3.486892700E0,3.572173618E0"
"2.757028556E0,5.956115723E-1,-4.631500244E-1,3.276199341E0,3.361955266E0"
"2.760934806E0,6.530761719E-1,-2.907714844E-1,3.084671021E0,3.166425721E0"
"2.765085196E0,6.339263916E-1,-2.524566650E-1,2.988906860E0,3.065805156E0"
"2.768747306E0,5.381622314E-1,-1.375427246E-1,2.912292480E0,2.964790731E0"
"2.772653556E0,5.381622314E-1,-2.261352539E-2,2.739898682E0,2.792342161E0"
"2.776559806E0,5.956115723E-1,1.306152344E-1,2.471755981E0,2.545857639E0"
"2.780466056E0,7.488403320E-1,3.604583740E-1,2.088684082E0,2.247953130E0"
"2.784433341E0,9.786834717E-1,6.094512939E-1,1.609848022E0,1.980116884E0"
"2.788339591E0,1.112762451E0,8.584442139E-1,1.092697144E0,1.780211726E0"
"2.792245841E0,1.093612671E0,9.925231934E-1,5.755462646E-1,1.585037686E0"
"2.796152091E0,1.074462891E0,9.925231934E-1,1.158599854E-1,1.467309214E0"
"2.800058341E0,1.036148071E0,9.925231934E-1,-1.905975342E-1,1.447422722E0"
"2.803995109E0,9.020690918E-1,9.350585938E-1,-2.289123535E-1,1.319266495E0"
"2.807901359E0,8.446197510E-1,9.159088135E-1,-1.821899414E-2,1.246035076E0"
"2.811777091E0,6.913909912E-1,8.584442139E-1,3.457031250E-1,1.155187700E0"
"2.815683341E0,4.615478516E-1,5.903015137E-1,8.053894043E-1,1.100061084E0"
"2.819589591E0,2.125396729E-1,2.072296143E-1,1.341690063E0,1.374135893E0"
"2.823526359E0,1.167755127E-1,-2.333068848E-1,1.954605103E0,1.971940600E0"
"2.827432609E0,1.167755127E-1,-6.163787842E-1,2.663284302E0,2.736172984E0"
"2.831338859E0,1.167755127E-1,-9.994506836E-1,3.467742920E0,3.610786500E0"
"2.835275626E0,9.762573242E-2,-1.363372803E0,4.367965698E0,4.576837393E0"
"2.839181876E0,7.847595215E-2,-1.650665283E0,5.344802856E0,5.594441163E0"
"2.843088126E0,1.861572266E-3,-1.918823242E0,6.455703735E0,6.734834580E0"
"2.846994376E0,-9.391784668E-2,-2.148666382E0,7.643234253E0,7.940064082E0"
"2.850900626E0,-4.195251465E-1,-2.570053101E0,8.849914551E0,9.225083297E0"
"2.854806876E0,-9.558258057E-1,-3.068038940E0,1.013319397E1,1.063052614E1"
"2.858926749E0,-1.358047485E0,-3.489425659E0,1.160803223E1,1.219699949E1"
"2.862619376E0,-1.568740845E0,-3.834182739E0,1.317861938E1,1.381440965E1"
"2.866525626E0,-1.683670044E0,-4.102340698E0,1.471090698E1,1.536472350E1"
"2.870431876E0,-1.721969604E0,-4.485412598E0,1.603251648E1,1.673695582E1"
"2.874338126E0,-1.702819824E0,-4.811019897E0,1.720088196E1,1.794201349E1"
"2.878244376E0,-1.568740845E0,-5.040863037E0,1.810110474E1,1.885527090E1"
"2.882181144E0,-1.492126465E0,-5.174942017E0,1.882893372E1,1.958405502E1"
"2.886087394E0,-1.568740845E0,-5.366470337E0,1.940354919E1,2.019301050E1"
"2.889993644E0,-1.568740845E0,-5.538848877E0,1.978662109E1,2.060704173E1"
"2.893930411E0,-1.319747925E0,-5.596313477E0,2.007392883E1,2.088116563E1"
"2.897806144E0,-1.147369385E0,-5.653778076E0,2.030377197E1,2.110745886E1"
"2.901712394E0,-1.089904785E0,-5.826156616E0,2.051446533E1,2.135357771E1"
"2.905618644E0,-1.032440186E0,-5.979385376E0,2.076345825E1,2.163192504E1"
"2.909555411E0,-1.089904785E0,-6.036849976E0,2.114653015E1,2.201833753E1"
"2.913461661E0,-1.185668945E0,-6.132614136E0,2.147213745E1,2.236218803E1"
"2.917367911E0,-1.281433105E0,-6.170928955E0,2.183605957E1,2.272742688E1"
"2.921274161E0,-1.166519165E0,-6.036849976E0,2.218081665E1,2.301723163E1"
"2.925180411E0,-9.175262451E-1,-5.768707275E0,2.235321045E1,2.310380608E1"
"2.929086661E0,-7.068328857E-1,-5.558013916E0,2.219998169E1,2.289607649E1"
"2.932992911E0,-5.727539062E-1,-5.347320557E0,2.175944519E1,2.241417719E1"
"2.936929679E0,-3.812255859E-1,-5.040863037E0,2.103160095E1,2.163062347E1"
"2.940835929E0,-1.322174072E-1,-4.638641357E0,2.018884277E1,2.071530467E1"
"2.944742179E0,4.016113281E-2,-4.217254639E0,1.915455627E1,1.961335962E1"
"2.948678946E0,1.359252930E-1,-3.834182739E0,1.802449036E1,1.842828493E1"
"2.952585196E0,1.550903320E-1,-3.412811279E0,1.689442444E1,1.723638335E1"
"2.956460929E0,1.550903320E-1,-3.029739380E0,1.580267334E1,1.609123545E1"
"2.960367179E0,1.359252930E-1,-2.780731201E0,1.482583618E1,1.508497134E1"
"2.964303946E0,9.762573242E-2,-2.665817261E0,1.382984924E1,1.408477343E1"
"2.968271232E0,1.550903320E-1,-2.589202881E0,1.277639771E1,1.303703812E1"
"2.972146964E0,3.083190918E-1,-2.455123901E0,1.195278931E1,1.220622244E1"
"2.976053214E0,4.998474121E-1,-2.225280762E0,1.130157471E1,1.152941077E1"
"2.979928946E0,5.381622314E-1,-2.072052002E0,1.076527405E1,1.097607140E1"
"2.983835196E0,4.806976318E-1,-1.937973022E0,1.032473755E1,1.051603609E1"
"2.987741446E0,4.040832520E-1,-1.765594482E0,9.979965210E0,1.014299328E1"
"2.991678214E0,2.317047119E-1,-1.650665283E0,9.539443970E0,9.683975124E0"
"2.995584464E0,1.550903320E-1,-1.650665283E0,9.137207031E0,9.286404106E0"
"2.999490714E0,1.359252930E-1,-1.631515503E0,8.677520752E0,8.830610677E0"
"3.003396964E0,1.359252930E-1,-1.688980103E0,8.064605713E0,8.240691402E0"
"3.007303214E0,1.742401123E-1,-1.727279663E0,7.470840454E0,7.669896462E0"
"3.011209464E0,2.125396729E-1,-1.669830322E0,6.972854614E0,7.173158850E0"
"3.015115714E0,2.508544922E-1,-1.574050903E0,6.570632935E0,6.761196742E0"
"3.019052482E0,2.317047119E-1,-1.497436523E0,6.321624756E0,6.500687869E0"
"3.022958732E0,2.125396729E-1,-1.401672363E0,6.072631836E0,6.235921419E0"
"3.026864982E0,1.933898926E-1,-1.363372803E0,5.842788696E0,6.002863050E0"
"3.030771232E0,1.550903320E-1,-1.344207764E0,5.517181396E0,5.680689930E0"
"3.034677482E0,1.742401123E-1,-1.325057983E0,5.134109497E0,5.305206745E0"
"3.038614249E0,2.125396729E-1,-1.305908203E0,4.789337158E0,4.968734221E0"
"3.042520499E0,2.508544922E-1,-1.248443604E0,4.444580078E0,4.623400424E0"
"3.046426749E0,3.083190918E-1,-1.248443604E0,4.080657959E0,4.278485885E0"
"3.050516105E0,2.700042725E-1,-1.171829224E0,3.812500000E0,3.997654598E0"
"3.054269767E0,2.317047119E-1,-1.114364624E0,3.620971680E0,3.795646387E0"
"3.058176017E0,1.742401123E-1,-1.076065063E0,3.410278320E0,3.580261703E0"
"3.062082267E0,1.550903320E-1,-1.037750244E0,3.142135620E0,3.312702044E0"
"3.065988517E0,2.125396729E-1,-8.462219238E-1,2.912292480E0,3.040182914E0"
"3.069925284E0,2.700042725E-1,-5.972290039E-1,2.682449341E0,2.761361848E0"
"3.073831534E0,3.083190918E-1,-4.248352051E-1,2.395141602E0,2.451988765E0"
"3.077737784E0,3.083190918E-1,-2.333068848E-1,2.107833862E0,2.143001716E0"
"3.081644034E0,3.849334717E-1,-2.261352539E-2,1.801376343E0,1.842183997E0"
"3.085550284E0,4.232330322E-1,1.114654541E-1,1.418304443E0,1.484297221E0"
"3.089456534E0,5.573120117E-1,2.072296143E-1,9.777679443E-1,1.144364865E0"
"3.093362784E0,7.680053711E-1,3.987579346E-1,5.563964844E-1,1.028794046E0"
"3.097269034E0,9.403839111E-1,5.328369141E-1,1.733245850E-1,1.094659074E0"
"3.101175284E0,9.595336914E-1,5.711517334E-1,-9.483337402E-2,1.120675054E0"
"3.105081534E0,1.016998291E0,5.519866943E-1,-3.246765137E-1,1.201827639E0"
"3.108987784E0,1.093612671E0,6.094512939E-1,-2.863616943E-1,1.284298475E0"
"3.112894034E0,1.074462891E0,6.669158936E-1,-7.568359375E-2,1.266876205E0"
"3.116800284E0,9.978485107E-1,7.626800537E-1,3.648529053E-1,1.307860909E0"
"3.120706534E0,8.829193115E-1,7.435302734E-1,7.862396240E-1,1.396623258E0"
"3.124612784E0,7.105407715E-1,6.094512939E-1,1.188461304E0,1.512858003E0"
"3.128549552E0,5.573120117E-1,3.604583740E-1,1.839691162E0,1.955758290E0"
"3.132455802E0,4.232330322E-1,1.497650146E-1,2.720748901E0,2.757540633E0"
"3.136362052E0,2.700042725E-1,-2.261352539E-2,3.620971680E0,3.631094819E0"
"3.140268302E0,2.125396729E-1,-3.673858643E-1,4.329650879E0,4.350404834E0"
"3.144388175E0,1.359252930E-1,-7.887573242E-1,5.249023438E0,5.309694986E0"
"3.148141837E0,2.101135254E-2,-1.267593384E0,6.379089355E0,6.503846206E0"
"3.152109122E0,-1.130676270E-1,-1.650665283E0,7.624069214E0,7.801532641E0"
"3.156015372E0,-3.237609863E-1,-1.995437622E0,9.003143311E0,9.227306321E0"
"3.159891105E0,-6.493682861E-1,-2.397659302E0,1.036303711E1,1.065659361E1"
"3.163888907E0,-9.366760254E-1,-2.761581421E0,1.164633179E1,1.200586265E1"
"3.167734122E0,-1.109054565E0,-3.125503540E0,1.302539062E1,1.344096631E1"
"3.171579337E0,-1.223983765E0,-3.317031860E0,1.451937866E1,1.494366733E1"
"3.175485587E0,-1.358047485E0,-3.566040039E0,1.582182312E1,1.627547300E1"
"3.179391837E0,-1.396362305E0,-3.949111938E0,1.677951050E1,1.729442932E1"
"3.183298087E0,-1.338897705E0,-4.389633179E0,1.735411072E1,1.795067367E1"
"3.187204337E0,-1.070755005E0,-4.830169678E0,1.787126160E1,1.854343675E1"
"3.191110587E0,-7.451324463E-1,-5.174942017E0,1.842671204E1,1.915408478E1"
"3.195016837E0,-5.727539062E-1,-5.538848877E0,1.909709167E1,1.989235543E1"
"3.198923087E0,-4.003753662E-1,-5.826156616E0,1.988238525E1,2.072229825E1"
"3.202829337E0,-2.854461670E-1,-6.151779175E0,2.068684387E1,2.158405374E1"
"3.206766105E0,-1.705322266E-1,-6.362457275E0,2.135722351E1,2.228544233E1"
"3.210672355E0,-9.391784668E-2,-6.534851074E0,2.185520935E1,2.281147244E1"
"3.214578605E0,-5.560302734E-2,-6.688079834E0,2.225743103E1,2.324062692E1"
"3.218484855E0,-1.730346680E-2,-6.745529175E0,2.237236023E1,2.336717710E1"
"3.222391105E0,2.101135254E-2,-6.668914795E0,2.235321045E1,2.332682755E1"
"3.226297355E0,1.861572266E-3,-6.515686035E0,2.233404541E1,2.326507581E1"
"3.230203605E0,-1.705322266E-1,-6.343307495E0,2.219998169E1,2.308908440E1"
"3.234109855E0,-3.812255859E-1,-6.075164795E0,2.179774475E1,2.263171749E1"
"3.238260245E0,-4.769897461E-1,-5.692092896E0,2.126144409E1,2.201536840E1"
"3.241952872E0,-2.662963867E-1,-5.232391357E0,2.055276489E1,2.121002069E1"
"3.245859122E0,5.931091309E-2,-4.811019897E0,1.982493591E1,2.040042926E1"
"3.249765372E0,2.125396729E-1,-4.485412598E0,1.905879211E1,1.958064494E1"
"3.253671622E0,4.040832520E-1,-4.198104858E0,1.815856934E1,1.864191535E1"
"3.257577872E0,5.573120117E-1,-3.815032959E0,1.716258240E1,1.759031858E1"
"3.261484122E0,5.764617920E-1,-3.489425659E0,1.610913086E1,1.649280136E1"
"3.265390372E0,5.189971924E-1,-3.221267700E0,1.503652954E1,1.538645977E1"
"3.269327140E0,5.764617920E-1,-2.953125000E0,1.404054260E1,1.435932074E1"
"3.273233390E0,6.530761719E-1,-2.799896240E0,1.315946960E1,1.346987631E1"
"3.277139640E0,6.147766113E-1,-2.665817261E0,1.243164062E1,1.272910918E1"
"3.281045890E0,6.339263916E-1,-2.646667480E0,1.179956055E1,1.210934930E1"
"3.284952140E0,6.339263916E-1,-2.627502441E0,1.126325989E1,1.158303307E1"
"3.288858390E0,6.530761719E-1,-2.531738281E0,1.074610901E1,1.105961419E1"
"3.292764640E0,6.913909912E-1,-2.435974121E0,1.022897339E1,1.053773638E1"
"3.296701407E0,6.530761719E-1,-2.340209961E0,9.673507690E0,9.973958200E0"
"3.300607657E0,6.147766113E-1,-2.186981201E0,9.060592651E0,9.341047920E0"
"3.304513907E0,5.764617920E-1,-2.129516602E0,8.428527832E0,8.712475571E0"
"3.308420157E0,5.189971924E-1,-2.110366821E0,7.777297974E0,8.075231884E0"
"3.312326407E0,4.998474121E-1,-1.995437622E0,7.298461914E0,7.582820389E0"
"3.316232657E0,5.189971924E-1,-1.727279663E0,6.934539795E0,7.165242165E0"
"3.320138907E0,4.806976318E-1,-1.439987183E0,6.647247314E0,6.818396451E0"
"3.324075675E0,4.423828125E-1,-1.267593384E0,6.302474976E0,6.443887519E0"
"3.327981925E0,4.040832520E-1,-1.171829224E0,5.919403076E0,6.047792968E0"
"3.332101798E0,3.849334717E-1,-1.133529663E0,5.593795776E0,5.720455791E0"
"3.335794425E0,3.657684326E-1,-1.095214844E0,5.383102417E0,5.505549358E0"
"3.339700675E0,4.232330322E-1,-1.076065063E0,5.172409058E0,5.300080913E0"
"3.343606925E0,4.615478516E-1,-1.076065063E0,5.019180298E0,5.153941531E0"
"3.347513175E0,4.615478516E-1,-1.056915283E0,4.846801758E0,4.982126415E0"
"3.351449943E0,3.849334717E-1,-1.095214844E0,4.636108398E0,4.779243707E0"
"3.355356193E0,3.657684326E-1,-1.171829224E0,4.444580078E0,4.610993640E0"
"3.359262443E0,4.040832520E-1,-1.133529663E0,4.329650879E0,4.493778978E0"
"3.363168693E0,4.423828125E-1,-1.056915283E0,4.291351318E0,4.441674077E0"
"3.367074943E0,4.040832520E-1,-9.419860840E-1,4.214736938E0,4.337583258E0"
"3.370981193E0,3.274688721E-1,-8.079071045E-1,4.118957520E0,4.210197240E0"
"3.374887443E0,2.508544922E-1,-6.355285645E-1,3.889114380E0,3.948675119E0"
"3.378824210E0,1.550903320E-1,-4.631500244E-1,3.620971680E0,3.653764752E0"
"3.382730460E0,1.550903320E-1,-3.482208252E-1,3.352813721E0,3.374414112E0"
"3.386636710E0,1.550903320E-1,-2.716064453E-1,3.084671021E0,3.100486797E0"
"3.390542960E0,2.125396729E-1,-1.566925049E-1,2.835678101E0,2.847945917E0"
"3.394449210E0,3.274688721E-1,5.400085449E-2,2.529220581E0,2.550903507E0"
"3.398355460E0,3.657684326E-1,2.646942139E-1,2.031219482E0,2.080793637E0"
"3.402292228E0,3.657684326E-1,3.604583740E-1,1.571533203E0,1.653309830E0"
"3.406198478E0,3.657684326E-1,4.179229736E-1,1.150161743E0,1.277230674E0"
"3.410104728E0,4.040832520E-1,4.370727539E-1,8.245391846E-1,1.016946770E0"
"3.414010978E0,4.232330322E-1,4.562225342E-1,8.437042236E-1,1.048380664E0"
"3.417917228E0,4.040832520E-1,4.370727539E-1,1.073547363E0,1.227525889E0"
"3.421823478E0,3.657684326E-1,3.987579346E-1,1.418304443E0,1.518019081E0"
"3.425973868E0,3.274688721E-1,4.179229736E-1,1.877990723E0,1.951600530E0"
"3.429666495E0,3.083190918E-1,4.370727539E-1,2.299377441E0,2.360768916E0"
"3.433572745E0,1.933898926E-1,2.838439941E-1,2.586669922E0,2.609373172E0"
"3.437478995E0,1.742401123E-1,1.497650146E-1,2.854827881E0,2.864058555E0"
"3.441385245E0,2.891540527E-1,2.072296143E-1,3.257049561E0,3.276419695E0"
"3.445291495E0,2.891540527E-1,3.485107422E-2,3.793350220E0,3.804514496E0"
"3.449197745E0,1.742401123E-1,-2.716064453E-1,4.425430298E0,4.437179622E0"
"3.453103995E0,9.762573242E-2,-6.163787842E-1,5.249023438E0,5.285990980E0"
"3.457040763E0,5.931091309E-2,-9.419860840E-1,6.302474976E0,6.372758146E0"
"3.460947013E0,-1.130676270E-1,-1.305908203E0,7.528305054E0,7.641567739E0"
"3.464853263E0,-2.471466064E-1,-1.612365723E0,8.734985352E0,8.885987495E0"
"3.468759513E0,-2.854461670E-1,-1.957138062E0,9.979965210E0,1.017406381E1"
"3.472665763E0,-3.429107666E-1,-2.282745361E0,1.132072449E1,1.155367115E1"
"3.476572013E0,-5.536041260E-1,-2.627502441E0,1.243164062E1,1.271833068E1"
"3.480508780E0,-7.642974854E-1,-2.895660400E0,1.331269836E1,1.364539987E1"
"3.484415030E0,-8.983612061E-1,-3.278732300E0,1.407884216E1,1.448347110E1"
"3.488321280E0,-9.749755859E-1,-3.642654419E0,1.484498596E1,1.531643290E1"
"3.492227530E0,-9.749755859E-1,-3.949111938E0,1.563029480E1,1.615091880E1"
"3.496133780E0,-1.013290405E0,-4.198104858E0,1.651135254E1,1.706679831E1"
"3.500040030E0,-1.051589966E0,-4.504562378E0,1.737326050E1,1.797851785E1"
"3.503946280E0,-1.032440186E0,-4.811019897E0,1.815856934E1,1.881343896E1"
"3.507883048E0,-1.070755005E0,-5.021713257E0,1.888639832E1,1.957192279E1"
"3.511789298E0,-1.089904785E0,-5.347320557E0,1.955677795E1,2.030392311E1"
"3.515695548E0,-1.089904785E0,-5.672927856E0,2.007392883E1,2.088857634E1"
"3.519601798E0,-1.109054565E0,-5.864471436E0,2.049530029E1,2.134664754E1"
"3.523508048E0,-1.109054565E0,-5.864471436E0,2.095498657E1,2.178837969E1"
"3.527414298E0,-1.147369385E0,-5.787857056E0,2.131890869E1,2.212038909E1"
"3.531351066E0,-1.147369385E0,-5.558013916E0,2.158706665E1,2.232060532E1"
"3.535257316E0,-1.243133545E0,-5.462234497E0,2.151045227E1,2.222793161E1"
"3.539163566E0,-1.281433105E0,-5.404785156E0,2.116567993E1,2.188240801E1"
"3.543069816E0,-1.185668945E0,-5.347320557E0,2.057191467E1,2.128857255E1"
"3.546976066E0,-1.032440186E0,-5.174942017E0,1.992070007E1,2.060777157E1"
"3.550882316E0,-6.110687256E-1,-4.715255737E0,1.928863525E1,1.986601348E1"
"3.554788566E0,-4.003753662E-1,-4.332183838E0,1.859909058E1,1.910115932E1"
"3.558725333E0,-4.003753662E-1,-4.006561279E0,1.769888306E1,1.815112380E1"
"3.562631583E0,-3.046112061E-1,-3.489425659E0,1.687527466E1,1.723495791E1"
"3.566537833E0,-2.471466064E-1,-2.914810181E0,1.589843750E1,1.616531827E1"
"3.570444083E0,-2.662963867E-1,-2.646667480E0,1.505567932E1,1.528886007E1"
"3.574350333E0,-2.662963867E-1,-2.550888062E0,1.423207092E1,1.446132036E1"
"3.578256583E0,-1.322174072E-1,-2.474273682E0,1.335101318E1,1.357899351E1"
"3.582162833E0,4.016113281E-2,-2.397659302E0,1.258486938E1,1.281129660E1"
"3.586099601E0,1.550903320E-1,-2.282745361E0,1.189533997E1,1.211338484E1"
"3.590005851E0,2.125396729E-1,-2.263595581E0,1.128240967E1,1.150920527E1"
"3.593912101E0,2.508544922E-1,-2.206130981E0,1.068865967E1,1.091683962E1"
"3.597818351E0,3.083190918E-1,-2.129516602E0,1.013319397E1,1.035912746E1"
"3.601724601E0,3.657684326E-1,-2.052902222E0,9.635208130E0,9.858267078E0"
"3.605630851E0,2.891540527E-1,-1.957138062E0,9.118057251E0,9.330217977E0"
"3.609537101E0,2.508544922E-1,-1.899673462E0,8.543457031E0,8.755703586E0"
"3.613443351E0,2.891540527E-1,-1.669830322E0,7.930526733E0,8.109574443E0"
"3.617380118E0,2.891540527E-1,-1.420822144E0,7.470840454E0,7.610243276E0"
"3.621286368E0,2.700042725E-1,-1.267593384E0,7.145233154E0,7.261821543E0"
"3.625192618E0,2.317047119E-1,-1.229293823E0,6.934539795E0,7.046466671E0"
"3.629098868E0,2.317047119E-1,-1.210144043E0,6.838775635E0,6.948883929E0"
"3.633005118E0,2.891540527E-1,-1.114364624E0,6.685546875E0,6.783948378E0"
"3.636911368E0,3.466186523E-1,-1.133529663E0,6.455703735E0,6.563622834E0"
"3.640817618E0,3.849334717E-1,-1.171829224E0,6.168395996E0,6.290506074E0"
"3.644754386E0,3.849334717E-1,-1.286758423E0,5.766174316E0,5.920530995E0"
