2.31835084872391	3.01080999857966	3.49745787966797	4.19683821857604	6.90887512230284
2.32378116468063	0	3.50423172769941	4.20012935906240	6.90447689457920
2.33032705220954	2.96331023680533	0	4.21183032665972	6.88907673773690
2.33392390299083	2.93905372995107	3.49890085801041	4.20203427254701	6.88981513160667
2.33385630407979	2.92826588071260	3.50933917642972	4.20359055577148	0
2.32857700235649	0	0	4.21068117920326	6.88643751880951
2.33023251233540	0	0	4.20347881854413	6.87923927546390
2.32385004188958	0	3.47254591077272	4.18099754630953	6.87369367671982
2.31037254499277	0	3.45376143518135	4.16964412567005	6.81201188348097
2.30606893396613	0	3.44468070335356	4.16132780978460	0
2.31406980581535	2.86414871152226	3.43406957550537	4.15065745305047	6.73252069528498
2.30845256319780	0	3.43027130674781	4.14601533740605	6.78096081660385
2.31069599484338	0	0	4.13599456357286	6.74248204148783
2.30291619464268	0	0	4.13767485485879	6.70629477566587
0	0	0	4.13660374465671	0
0	0	0	4.13227676806026	6.68742898503720
0	0	0	4.12590644823874	0
2.29389015718449	0	0	0	6.82865280858925
0	0	0	4.13205263321081	6.71973811832499
0	0	0	0	0
2.29759017138373	0	0	0	0
0	0	0	0	0
2.29032611089093	0	0	0	0
0	0	0	4.11021684805533	0
2.29197720921052	0	0	4.10942510741428	6.66190398776432
2.30167808168851	0	0	4.10566916788594	6.57783990626544
2.29921968591702	0	0	4.10850465283813	0
2.29973888240322	0	0	4.10793573113916	6.65427923327417
2.30195513352430	0	0	4.10302421520439	6.66837614993292
2.29469699500762	0	0	4.09637294911324	0
2.29185818632057	0	0	4.08627399844181	6.65075982962992
2.28432564548752	0	0	4.08947145163800	6.61461031202937
2.28683492817625	0	0	4.08808763953794	6.64352093887336
2.28246554457692	0	0	4.08964796584459	6.63991357941447
2.28433409353304	0	0	4.10170896586178	6.67581324800229
2.28945194863394	0	0	4.10587352181609	6.73122019277504
2.28608291268731	0	0	4.10408179957624	6.75503983063482
2.29159060120690	0	3.40506681197484	4.11841879693285	6.74310184272999
2.29843314307370	0	0	4.12503402511372	0
2.29587390016197	0	3.41845393322444	4.12795453799539	6.73999720656116
2.30689676346816	0	0	4.14375269908355	6.83365827950535
2.31066786204825	0	0	4.14733316149341	6.79333589157833
2.31196039672671	0	0	4.14905124773854	6.76157261296222
2.30720522517078	0	3.43496079004923	4.15110939250807	6.79382443537071
2.30810428464510	0	3.44067010771380	4.15876693992347	6.85589176799135
2.31327434685375	0	3.46433100880021	4.16664137965802	6.83967296802051
2.31385090941394	0	3.46986298275849	4.17759122641723	6.83610177316724
2.31792116272399	0	3.46489831095417	4.17684407925361	6.87639158952121
2.32335655621275	0	3.48239775613786	4.18466111520713	6.88890574269257
2.32918972808785	0	0	4.18980095458172	6.88008291568020
2.33041628163988	2.93383301266567	0	4.19355872185734	6.89953184037806
2.32196270945064	0	0	4.19154890166722	6.94737787055666
2.32671646293298	0	3.49137387624851	4.19785100380031	6.92342199447106
2.32166672834590	0	0	4.19176519175856	6.94781374983053
2.31960611437705	0	3.47568336506395	4.19171409403019	6.88920244803933
2.31330798302413	0	3.46278529625325	4.17092717341580	6.85184987172373
2.30589487557149	0	3.45835053831700	4.16610175862476	6.88064408065649
2.31475907843488	0	3.44415882642693	4.16173255523543	6.75092568064796
2.31656581725151	0	0	4.15696914942531	6.75843808670227
2.31204901345535	0	0	4.15139458789250	6.75414944978289
0	0	0	4.14724368139842	6.76573731656874
